inflected form,base form,number,gender,group,case,concat form
напіввідкритості,напіввідкритість,1,f,inanim,G,напіввідкритість1G
напіввідкритости,напіввідкритість,1,f,inanim,G,напіввідкритість1G
напіввідкритості,напіввідкритість,1,f,inanim,D,напіввідкритість1D
напіввідкритість,напіввідкритість,1,f,inanim,A,напіввідкритість1A
напіввідкритістю,напіввідкритість,1,f,inanim,I,напіввідкритість1I
напіввідкритості,напіввідкритість,1,f,inanim,L,напіввідкритість1L
напіввідкритосте,напіввідкритість,1,f,inanim,V,напіввідкритість1V
підбурення,підбурення,1,n,inanim,N,підбурення1N
підбурення,підбурення,1,n,inanim,G,підбурення1G
підбуренню,підбурення,1,n,inanim,D,підбурення1D
підбурення,підбурення,1,n,inanim,A,підбурення1A
підбуренням,підбурення,1,n,inanim,I,підбурення1I
підбуренні,підбурення,1,n,inanim,L,підбурення1L
підбуренню,підбурення,1,n,inanim,L,підбурення1L
підбурення,підбурення,1,n,inanim,V,підбурення1V
підбурення,підбурення,2,n,inanim,N,підбурення2N
підбурень,підбурення,2,n,inanim,G,підбурення2G
підбуренням,підбурення,2,n,inanim,D,підбурення2D
підбурення,підбурення,2,n,inanim,A,підбурення2A
підбуреннями,підбурення,2,n,inanim,I,підбурення2I
підбуреннях,підбурення,2,n,inanim,L,підбурення2L
підбурення,підбурення,2,n,inanim,V,підбурення2V
орлець,орлець,1,m,inanim,N,орлець1N
орлецю,орлець,1,m,inanim,G,орлець1G
орлеця,орлець,1,m,inanim,G,орлець1G
орлецеві,орлець,1,m,inanim,D,орлець1D
орлецю,орлець,1,m,inanim,D,орлець1D
орлець,орлець,1,m,inanim,A,орлець1A
орлецем,орлець,1,m,inanim,I,орлець1I
орлецеві,орлець,1,m,inanim,L,орлець1L
орлеці,орлець,1,m,inanim,L,орлець1L
орлецю,орлець,1,m,inanim,L,орлець1L
орлецю,орлець,1,m,inanim,V,орлець1V
орлеці,орлець,2,m,inanim,N,орлець2N
орлеців,орлець,2,m,inanim,G,орлець2G
орлецям,орлець,2,m,inanim,D,орлець2D
орлеці,орлець,2,m,inanim,A,орлець2A
орлецями,орлець,2,m,inanim,I,орлець2I
орлецях,орлець,2,m,inanim,L,орлець2L
орлеці,орлець,2,m,inanim,V,орлець2V
інфотейнмент,інфотейнмент,1,m,inanim,N,інфотейнмент1N
інфотейнменту,інфотейнмент,1,m,inanim,G,інфотейнмент1G
інфотейнментові,інфотейнмент,1,m,inanim,D,інфотейнмент1D
інфотейнменту,інфотейнмент,1,m,inanim,D,інфотейнмент1D
інфотейнмент,інфотейнмент,1,m,inanim,A,інфотейнмент1A
інфотейнментом,інфотейнмент,1,m,inanim,I,інфотейнмент1I
інфотейнменті,інфотейнмент,1,m,inanim,L,інфотейнмент1L
інфотейнментові,інфотейнмент,1,m,inanim,L,інфотейнмент1L
інфотейнменту,інфотейнмент,1,m,inanim,L,інфотейнмент1L
інфотейнменте,інфотейнмент,1,m,inanim,V,інфотейнмент1V
царедворка,царедворка,1,f,anim,N,царедворка1N
царедворки,царедворка,1,f,anim,G,царедворка1G
царедворці,царедворка,1,f,anim,D,царедворка1D
царедворку,царедворка,1,f,anim,A,царедворка1A
царедворкою,царедворка,1,f,anim,I,царедворка1I
царедворці,царедворка,1,f,anim,L,царедворка1L
царедворко,царедворка,1,f,anim,V,царедворка1V
царедворки,царедворка,2,f,anim,N,царедворка2N
царедворок,царедворка,2,f,anim,G,царедворка2G
царедворкам,царедворка,2,f,anim,D,царедворка2D
царедворок,царедворка,2,f,anim,A,царедворка2A
царедворки,царедворка,2,f,anim,A,царедворка2A
царедворками,царедворка,2,f,anim,I,царедворка2I
царедворках,царедворка,2,f,anim,L,царедворка2L
царедворки,царедворка,2,f,anim,V,царедворка2V
негроїд,негроїд,1,m,anim,N,негроїд1N
негроїда,негроїд,1,m,anim,G,негроїд1G
негроїдові,негроїд,1,m,anim,D,негроїд1D
негроїду,негроїд,1,m,anim,D,негроїд1D
негроїда,негроїд,1,m,anim,A,негроїд1A
негроїдом,негроїд,1,m,anim,I,негроїд1I
негроїді,негроїд,1,m,anim,L,негроїд1L
негроїдові,негроїд,1,m,anim,L,негроїд1L
негроїду,негроїд,1,m,anim,L,негроїд1L
негроїде,негроїд,1,m,anim,V,негроїд1V
негроїди,негроїд,2,m,anim,N,негроїд2N
негроїдів,негроїд,2,m,anim,G,негроїд2G
негроїдам,негроїд,2,m,anim,D,негроїд2D
негроїдів,негроїд,2,m,anim,A,негроїд2A
негроїди,негроїд,2,m,anim,A,негроїд2A
негроїдами,негроїд,2,m,anim,I,негроїд2I
негроїдах,негроїд,2,m,anim,L,негроїд2L
негроїди,негроїд,2,m,anim,V,негроїд2V
автофіксація,автофіксація,1,f,inanim,N,автофіксація1N
автофіксації,автофіксація,1,f,inanim,G,автофіксація1G
автофіксації,автофіксація,1,f,inanim,D,автофіксація1D
автофіксацію,автофіксація,1,f,inanim,A,автофіксація1A
автофіксацією,автофіксація,1,f,inanim,I,автофіксація1I
автофіксації,автофіксація,1,f,inanim,L,автофіксація1L
автофіксаціє,автофіксація,1,f,inanim,V,автофіксація1V
автофіксації,автофіксація,2,f,inanim,N,автофіксація2N
автофіксацій,автофіксація,2,f,inanim,G,автофіксація2G
автофіксаціям,автофіксація,2,f,inanim,D,автофіксація2D
автофіксації,автофіксація,2,f,inanim,A,автофіксація2A
автофіксаціями,автофіксація,2,f,inanim,I,автофіксація2I
автофіксаціях,автофіксація,2,f,inanim,L,автофіксація2L
автофіксації,автофіксація,2,f,inanim,V,автофіксація2V
шротина,шротина,1,f,inanim,N,шротина1N
