inflected form,base form,number,gender,group,case,concat form
фарфоромішалках,фарфоромішалка,2,f,inanim,L,фарфоромішалка2L
фарфоромішалки,фарфоромішалка,2,f,inanim,V,фарфоромішалка2V
перезамовлення,перезамовлення,1,n,inanim,N,перезамовлення1N
перезамовлення,перезамовлення,1,n,inanim,G,перезамовлення1G
перезамовленню,перезамовлення,1,n,inanim,D,перезамовлення1D
перезамовлення,перезамовлення,1,n,inanim,A,перезамовлення1A
перезамовленням,перезамовлення,1,n,inanim,I,перезамовлення1I
перезамовленні,перезамовлення,1,n,inanim,L,перезамовлення1L
перезамовленню,перезамовлення,1,n,inanim,L,перезамовлення1L
перезамовлення,перезамовлення,1,n,inanim,V,перезамовлення1V
перезамовлення,перезамовлення,2,n,inanim,N,перезамовлення2N
перезамовлень,перезамовлення,2,n,inanim,G,перезамовлення2G
перезамовленням,перезамовлення,2,n,inanim,D,перезамовлення2D
перезамовлення,перезамовлення,2,n,inanim,A,перезамовлення2A
перезамовленнями,перезамовлення,2,n,inanim,I,перезамовлення2I
перезамовленнях,перезамовлення,2,n,inanim,L,перезамовлення2L
перезамовлення,перезамовлення,2,n,inanim,V,перезамовлення2V
совєтизація,совєтизація,1,f,inanim,N,совєтизація1N
совєтизації,совєтизація,1,f,inanim,G,совєтизація1G
совєтизації,совєтизація,1,f,inanim,D,совєтизація1D
совєтизацію,совєтизація,1,f,inanim,A,совєтизація1A
совєтизацією,совєтизація,1,f,inanim,I,совєтизація1I
совєтизації,совєтизація,1,f,inanim,L,совєтизація1L
совєтизаціє,совєтизація,1,f,inanim,V,совєтизація1V
хвицання,хвицання,1,n,inanim,N,хвицання1N
хвицання,хвицання,1,n,inanim,G,хвицання1G
хвицанню,хвицання,1,n,inanim,D,хвицання1D
хвицання,хвицання,1,n,inanim,A,хвицання1A
хвицанням,хвицання,1,n,inanim,I,хвицання1I
хвицанні,хвицання,1,n,inanim,L,хвицання1L
хвицанню,хвицання,1,n,inanim,L,хвицання1L
хвицання,хвицання,1,n,inanim,V,хвицання1V
хвицання,хвицання,2,n,inanim,N,хвицання2N
хвицань,хвицання,2,n,inanim,G,хвицання2G
хвицанням,хвицання,2,n,inanim,D,хвицання2D
хвицання,хвицання,2,n,inanim,A,хвицання2A
хвицаннями,хвицання,2,n,inanim,I,хвицання2I
хвицаннях,хвицання,2,n,inanim,L,хвицання2L
хвицання,хвицання,2,n,inanim,V,хвицання2V
акомпанування,акомпанування,1,n,inanim,N,акомпанування1N
акомпанування,акомпанування,1,n,inanim,G,акомпанування1G
акомпануванню,акомпанування,1,n,inanim,D,акомпанування1D
акомпанування,акомпанування,1,n,inanim,A,акомпанування1A
акомпануванням,акомпанування,1,n,inanim,I,акомпанування1I
акомпануванні,акомпанування,1,n,inanim,L,акомпанування1L
акомпануванню,акомпанування,1,n,inanim,L,акомпанування1L
акомпанування,акомпанування,1,n,inanim,V,акомпанування1V
псевдоновація,псевдоновація,1,f,inanim,N,псевдоновація1N
псевдоновації,псевдоновація,1,f,inanim,G,псевдоновація1G
псевдоновації,псевдоновація,1,f,inanim,D,псевдоновація1D
псевдоновацію,псевдоновація,1,f,inanim,A,псевдоновація1A
псевдоновацією,псевдоновація,1,f,inanim,I,псевдоновація1I
псевдоновації,псевдоновація,1,f,inanim,L,псевдоновація1L
псевдоноваціє,псевдоновація,1,f,inanim,V,псевдоновація1V
псевдоновації,псевдоновація,2,f,inanim,N,псевдоновація2N
псевдоновацій,псевдоновація,2,f,inanim,G,псевдоновація2G
псевдоноваціям,псевдоновація,2,f,inanim,D,псевдоновація2D
псевдоновації,псевдоновація,2,f,inanim,A,псевдоновація2A
псевдоноваціями,псевдоновація,2,f,inanim,I,псевдоновація2I
псевдоноваціях,псевдоновація,2,f,inanim,L,псевдоновація2L
псевдоновації,псевдоновація,2,f,inanim,V,псевдоновація2V
падлючення,падлючення,1,n,inanim,N,падлючення1N
падлючення,падлючення,1,n,inanim,G,падлючення1G
падлюченню,падлючення,1,n,inanim,D,падлючення1D
падлючення,падлючення,1,n,inanim,A,падлючення1A
падлюченням,падлючення,1,n,inanim,I,падлючення1I
падлюченні,падлючення,1,n,inanim,L,падлючення1L
падлюченню,падлючення,1,n,inanim,L,падлючення1L
падлючення,падлючення,1,n,inanim,V,падлючення1V
дефініювання,дефініювання,1,n,inanim,N,дефініювання1N
дефініювання,дефініювання,1,n,inanim,G,дефініювання1G
дефініюванню,дефініювання,1,n,inanim,D,дефініювання1D
дефініювання,дефініювання,1,n,inanim,A,дефініювання1A
дефініюванням,дефініювання,1,n,inanim,I,дефініювання1I
дефініюванні,дефініювання,1,n,inanim,L,дефініювання1L
дефініюванню,дефініювання,1,n,inanim,L,дефініювання1L
дефініювання,дефініювання,1,n,inanim,V,дефініювання1V
розташовування,розташовування,1,n,inanim,N,розташовування1N
розташовування,розташовування,1,n,inanim,G,розташовування1G
розташовуванню,розташовування,1,n,inanim,D,розташовування1D
розташовування,розташовування,1,n,inanim,A,розташовування1A
розташовуванням,розташовування,1,n,inanim,I,розташовування1I
розташовуванні,розташовування,1,n,inanim,L,розташовування1L
розташовуванню,розташовування,1,n,inanim,L,розташовування1L
розташовування,розташовування,1,n,inanim,V,розташовування1V
розташовування,розташовування,2,n,inanim,N,розташовування2N
розташовувань,розташовування,2,n,inanim,G,розташовування2G
розташовуванням,розташовування,2,n,inanim,D,розташовування2D
розташовування,розташовування,2,n,inanim,A,розташовування2A
розташовуваннями,розташовування,2,n,inanim,I,розташовування2I
